Url kad.arbitr,Название,Сумма иска,Проверить сумму иска,Директор,КПП,Адрес,Companiumru Телефон,Companiumru Эл. почта,Companiumru Сайт
https://kad.arbitr.ru/Card/f471b8f3-a764-4a9c-94d0-e7f86b167e8b,"ООО ""ВКМ""",147770.86,нет,Генеральный директор: Кейних Александр Владимирович,250801001,"692906, ПРИМОРСКИЙ КРАЙ, НАХОДКА ГОРОД, БЕРЕГОВАЯ УЛИЦА, 56 Р",+7 423 668-62-89,farpor@mail.ru,
https://kad.arbitr.ru/Card/e5ca7e59-5cca-42fa-900b-db2f67d9afec,"ООО ""АСПЕКТ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Худояров Игорь Николаевич,770301001,"121069, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРЕСНЕНСКИЙ, СКАТЕРТНЫЙ ПЕР., Д. 23, ПОМЕЩ. 2П",,oooaspect.msk@gmail.com,
https://kad.arbitr.ru/Card/2dcdac15-ecec-40fe-8b4e-60c9cc71d545,"ООО ""НАГОМИ""",393086.49,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Приходько Всеволод Петрович,770501001,"115114, ГОРОД МОСКВА, ШЛЮЗОВАЯ НАБЕРЕЖНАЯ, ДОМ 6, СТРОЕНИЕ 4",+7 910 083-99-47,,
https://kad.arbitr.ru/Card/58896c93-2739-4006-b85d-d7c3c6d8c9dc,"ООО ""ТД ""НСК-МЕТАЛЛ""",385709,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Серебрянников Дмитрий Альбертович,772001001,"111141, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПЕРОВО, 3-Й ПЕРОВА ПОЛЯ ПР-Д, Д. 8, СТР. 11, ЭТАЖ 2, ПОМЕЩ. 11",+7 499 322-12-22; +7 495 305-36-10,info@nsk-metall.ru,nsk-metall.com
https://kad.arbitr.ru/Card/cc9d9b45-bc8d-407f-851b-1a6fd9cd268a,"ООО ""КОМПАНИЯ БИС""",253000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Польщиков Алексей Михайлович,770601001,"119180, ГОРОД МОСКВА, ПОЛЯНКА Б. УЛИЦА, ДОМ 2, СТРОЕНИЕ 2, ПОМ./КОМН. I/8",+7 495 150-50-05; +7 499 189-28-01; +7 343 286-65-91; +7 495 782-00-78,climate@breez.ru,breez.ru; upkbis.ru
https://kad.arbitr.ru/Card/2c2efb28-ef53-487d-b211-ba4757d85942,ООО СТРОЙПОДРЯД»,5579441.68,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Чикишев Алексей Юрьевич,770801001,"107078, ГОРОД МОСКВА, НОВАЯ БАСМАННАЯ УЛИЦА, ДОМ 13/2, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ III ЭТ 1 КОМ 1-18;18А;18Б;18В",+7 499 673-34-06; +7 968 738-16-41,sadelig@yandex.ru; svetlana@richprofi.ru; novayabasmannaya@gmail.com,hostelastra.ru
https://kad.arbitr.ru/Card/549e918d-602a-4dd7-b889-97eaeafe96cc,"ООО ""ЭП""",7500000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гульченко Сергей Павлович,772701001,"117041, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЮЖНОЕ БУТОВО, АКАДЕМИКА ПОНТРЯГИНА УЛ., Д. 21, К. 1, ПОМЕЩ. 2/1",+7 965 159-16-79; +7 926 717-36-24,,
https://kad.arbitr.ru/Card/aef48e04-cc16-47e3-8d3e-6872ff46cef3,"ООО ""ДОРМАКАБА ЕВРАЗИЯ""",941000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Скворцов Антон Александрович,773601001,"117393, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЛОМОНОСОВСКИЙ, АКАДЕМИКА ПИЛЮГИНА УЛ., Д. 22",+7 495 981-14-33; +7 495 966-20-50; +7 800 250-15-76,info.ru@dormakaba.com; info@dorma.com,dormakaba.com/ru-ru; dorma.ru; dormakaba.com/ru-ru; dorma.com
https://kad.arbitr.ru/Card/7ee6493c-3217-4a98-9bde-7aa2ac92a275,"ООО ""РЕНТЛОГИСТИК""",1899173,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Курбанов Ислам Магомедович,772801001,"117279, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, МИКЛУХО-МАКЛАЯ УЛ., Д. 34, ПОМЕЩ. 26/4",,,
https://kad.arbitr.ru/Card/1209a75d-63a9-4815-901a-5d60425130f3,"ООО ""УК М. Р-Н ""СОКОЛИНАЯ ГОРА""",3411142.58,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Чуркин Дмитрий Сергеевич,771901001,"105275, ГОРОД МОСКВА, СОКОЛИНОЙ ГОРЫ 5-Я УЛИЦА, ДОМ 25А, ПОМЕЩЕНИЕ IV КОМНАТА 6",+7 495 365-03-55; +7 495 505-89-89; +7 495 365-17-01,oaosokol@mail.ru,sokol-uk.ru; 3650355.ru
https://kad.arbitr.ru/Card/ccad8c4f-b5a1-41a5-9d45-cd5c65b89920,"ООО ""КОММУНАЛЬНЫЙ СЕРВИС""",1001632.05,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Аржинт Евгения Равильевна,771701001,"129626, ГОРОД МОСКВА, МИРА ПРОСПЕКТ, ДОМ 102, СТРОЕНИЕ 26, ЭТАЖ 2 КОМ 26 (РМ1)",+7 495 235-05-20,office@yk-komservice.ru,yk-komservice.ru; yk-komservice.ru
https://kad.arbitr.ru/Card/2ae97d30-4474-40c4-8248-89848982799a,"ООО ""АРТЕЗИО""",254144.47,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Изосенков Александр Радиевич,773301001,"125310, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ МИТИНО, ПЯТНИЦКОЕ Ш., Д. 24, СТР. 1, КАБИНЕТ 24",+7 495 956-25-84; +7 495 232-26-83; +7 495 981-05-31,,artezio.ru
https://kad.arbitr.ru/Card/59baa8e3-7f58-464f-9946-dd90875945b9,"ООО ""СКС УК""",22508401.23,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Казанцева Анастасия Александровна,773401001,"123458, ГОРОД МОСКВА, МАРШАЛА КАТУКОВА УЛИЦА, ДОМ 24, КОРПУС 5, ПОМЕЩЕНИЕ I КОМНАТА 1,2",+7 495 123-39-15; +7 499 322-02-07; +7 495 942-85-47,buh.sks@mail.ru; info@ooosks.com; info@sks-uk.ru,sks-uk.ru; reformagkh.ru
https://kad.arbitr.ru/Card/37afeab8-35b1-4bc6-8efd-53473a61fcc5,"ООО ""ЭДИСОНЭНЕРГО""",203765.72,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Печерский Григорий Борисович,772801001,"117437, ГОРОД МОСКВА, АКАДЕМИКА АРЦИМОВИЧА УЛИЦА, ДОМ 6, ЭТАЖ/КОМН. 1/17",+7 495 540-50-41; +7 909 158-00-01,e.sokolova@adggroup.ru; edinosnergo@mail.ru; a.cherepanov@adggroup.ru,
https://kad.arbitr.ru/Card/42fade1e-dddf-473d-b707-f3365979fd5d,"ООО ""ДАР""",0,да,ЛИКВИДАТОР: Кашатских Игорь Николаевич,774301001,"125565, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ГОЛОВИНСКИЙ, КОНАКОВСКИЙ ПР-Д, Д. 7, ПОМЕЩ. 1Н",,,
https://kad.arbitr.ru/Card/5acf40b9-f08c-4d47-b485-02e0fd0c1c0c,"ООО ""РФИД СИСТЕМЫ""",182160,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Головкина Людмила Марсильевна,770301001,"123112, РОССИЯ, Г МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРЕСНЕНСКИЙ, ПРЕСНЕНСКАЯ НАБ, Д. 8, СТР. 1, ПОМЕЩ. 551С, КОМ. 7",+7 909 933-12-80; +7 922 989-92-37; +7 499 703-21-34; +7 909 132-86-83; +7 800 555-05-18; +7 922 989-92-97,k@stranakart.com; e.gromov@rfid-cards.ru; tender@rfid-cards.ru; btr100@bk.ru; buh@stranakart.com; tendesr@rfid-cards.ru; buh@stranakart.ru; zakaz29@rosbraslet.ru; ender@rfid-cards.ru,rfid-cards.ru
https://kad.arbitr.ru/Card/a3d4c862-c257-4664-95fc-d45f50d7c666,"ООО НПФ ""КРАСКИ ДЛЯ ВАС""",105025.6,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дегтярёв Евгений Вячеславович,504201001,"141306, РОССИЯ, МОСКОВСКАЯ ОБЛ., СЕРГИЕВО-ПОСАДСКИЙ Г.О., СЕРГИЕВ ПОСАД Г., ПИОНЕРСКАЯ УЛ., Д. 6, ОФИС А303",+7 495 626-56-12; +7 495 626-56-14; +7 926 706-41-80; +7 495 937-01-90,not.shvachkina@yandex.ru; vb2409@mail.ru; boganova@kraskidlyavas.ru,kraskidlyavas.ru
https://kad.arbitr.ru/Card/5b10d78c-8407-457c-b157-9ffa90af80bb,"ООО ""ЭНЕРГОСТРОЙАЛЬЯНС""",702609.24,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Егоров Егор Владимирович,774301001,"125080, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СОКОЛ, ВОЛОКОЛАМСКОЕ Ш., Д. 14, ПОМЕЩ. 1",+7 495 670-69-78; +7 495 662-99-29,esa@yandex.ru; esa.ooo@yandex.ru,
https://kad.arbitr.ru/Card/6306af59-c764-4c8e-825b-10f5ce9eb779,"ООО УК ДЭЗ ""БЕГОВАЯ""",550675.65,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Першин Денис Станиславович,771401001,"125040, ГОРОД МОСКВА, НОВАЯ БАШИЛОВКА УЛИЦА, ДОМ 16, ПОМЕЩЕНИЕ 4",+7 495 656-41-70; +7 495 220-15-17; +7 495 614-81-10,yk-dez@mail.ru,dom.mos.ru; reformagkh.ru
https://kad.arbitr.ru/Card/89b735ec-635d-44aa-be74-1d21f3507174,"ООО ""СИСТЕМЫ СВЯЗИ И БЕЗОПАСНОСТИ""",149910.71,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Шумилов Денис Александрович,780601001,"195279, ГОРОД САНКТ-ПЕТЕРБУРГ, ИНДУСТРИАЛЬНЫЙ ПРОСПЕКТ, ДОМ 44, КОРПУС 2 ЛИТЕР А, ПОМ 436",+7 953 342-01-00,,
https://kad.arbitr.ru/Card/2428faf3-bc70-4a90-ab92-f206716e6658,"ООО ""ГРЦ""",2617242.09,нет,ДИРЕКТОР: Рябов Юрий Вячеславович,231501001,"353900, КРАСНОДАРСКИЙ КРАЙ, НОВОРОССИЙСК ГОРОД, ЛЕДНЕВА УЛИЦА, 9",+7 918 979-33-15; +7 861 730-16-79; +7 861 355-04-40; +7 861 730-16-09; +7 918 671-71-77; +7 863 104-13-20,ust-labteplo@mail.ru; dir@novgrc.ru; sla@novgrc.ru; utesekret@mail.ru; mail@novgrc.ru; brykova@oao-atek.ru; info.us@mirenergoservis.ru,n-grc.com; novgrc.ru
https://kad.arbitr.ru/Card/3e6c1dd9-9a42-4f44-ba02-6044056d0aa7,"ООО ""УК ТИС1""",2139825.96,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИМУТ""",775101001,"108814, Г МОСКВА, СОСЕНСКОЕ П, КОММУНАРКА П, АЛЕКСАНДРЫ МОНАХОВОЙ УЛ, Д. 23, ПОМЕЩЕНИЕ 11",+7 499 670-94-00; +7 499 557-00-32; +7 499 670-94-02; +7 909 699-66-94; +7 499 670-94-01,info@termoinzhserv1.ru; 83nata@mail.ru; uk@termo.ru; info@termoivzserv1.ru,termoinzhserv1.ru
https://kad.arbitr.ru/Card/bb36d4f1-615a-47ed-895e-93673319b925,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ТЕРМОИНЖСЕРВИС""",7620616.04,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИМУТ""",775101001,"108814, Г МОСКВА, СОСЕНСКОЕ П, КОММУНАРКА П, АЛЕКСАНДРЫ МОНАХОВОЙ УЛ, Д. 23, ПОМЕЩЕНИЕ 11",+7 495 984-08-37; +7 499 670-94-00,danilov-ci@yandex.ru; secretar@uk-termo.ru; info@uk-termo.ru,reformagkh.ru; uk-termo.ru
https://kad.arbitr.ru/Card/93f6343b-6c27-4d35-aa8b-fb0ae1a67ece,"ООО ""СЕВЕРЭКСПОСТРОЙ""",1041843.94,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Босак Иван Владимирович,771401001,"123007, ГОРОД МОСКВА, ХОРОШЁВСКОЕ ШОССЕ, ДОМ 84, КОРПУС 1, КОМНАТА 2",+7 499 195-14-43,84991951443@mail.ru; 4957639837@mail.ru,ук-север.рф
https://kad.arbitr.ru/Card/cf3857fb-2cf5-497f-bed5-d2fe9396ae5c,"ООО ""УК ГОЛЬЯНОВО-ВОСТОК""",2389037.07,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Треснев Дмитрий Александрович,771801001,"107065, ГОРОД МОСКВА, УРАЛЬСКАЯ УЛИЦА, ДОМ 23, КОРПУС 2, ЭТ/ПОМ/КОМ 1/VI/7",+7 495 467-05-04,info@ukgolyanovo-vostok.ru; info@ukgu.ru,
https://kad.arbitr.ru/Card/d26291ee-9bc6-4971-bc8a-47b8bf75f8f9,"ООО ""РЕМСПЕЦСЕРВИС-ЧН""",9222474.47,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Чурилов Александр Васильевич,772101001,"109444, ГОРОД МОСКВА, ФЕРГАНСКАЯ УЛИЦА, 12",+7 964 527-94-50; +7 909 943-36-72; +7 495 919-11-09; +7 495 919-11-12,remspecservis@yandex.ru; rss-chn@mail.ru,rss-chn.ru; rss-chn.ru.roskvartal.ru
https://kad.arbitr.ru/Card/d547b3be-3ef3-4fd8-83ad-2dd56df0a40b,"ООО ""БСК""",7823884.47,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Иванов Алексей Васильевич,772601001,"117545, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЧЕРТАНОВО ЦЕНТРАЛЬНОЕ, ПОДОЛЬСКИХ КУРСАНТОВ УЛ., Д. 3, СТР. 2, ПОМЕЩ./ЧАСТЬ КОМНАТЫ I/80, ОФИС 6",,biznesskap19@yandex.ru,
https://kad.arbitr.ru/Card/23a18140-8b06-4d6d-aa4e-f3564d6a54ed,"ООО ""АВТОКРАНАРЕНДА""",412670,нет,Генеральный директор: Агафонов Олег Аркадьевич,770901001,"105120, ГОРОД МОСКВА, МЕЛЬНИЦКИЙ ПЕРЕУЛОК, ДОМ 1, КОМНАТА 9",+7 495 544-84-69,,
https://kad.arbitr.ru/Card/6a01f2b8-9107-4180-9d66-2d87a1e99b25,"ООО ""ЭТО ТАК""",3871873,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кошелев Евгений Сергеевич,771001001,"123056, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРЕСНЕНСКИЙ, КРАСИНА ПЕР., Д. 15, СТР. 1, ПОМЕЩ. 6/1",+7 905 932-20-04,,
https://kad.arbitr.ru/Card/57743aa7-4b69-4f66-b997-753f089655c6,"ООО ""КОЛОКСА""",2895892.2,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИМУТ""",775101001,"108814, РОССИЯ, Г МОСКВА, ВН.ТЕР.Г. ПОСЕЛЕНИЕ СОСЕНСКОЕ, КОММУНАРКА П, АЛЕКСАНДРЫ МОНАХОВОЙ УЛ, Д. 23, ПОМЕЩ. 11",+7 499 670-94-01; +7 499 557-09-77; +7 499 670-94-00; +7 499 557-00-32; +7 909 699-66-94,uk@koloksa.ru; uk@termo.ru; info@koloksa.ru,koloksa.ru
https://kad.arbitr.ru/Card/747daa6d-92ad-4498-ab06-ca7dacf98f86,"ООО ""УК СТРОЙПРАКТИК""",7971436.56,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Макаров Владимир Николаевич,771801001,"107564, ГОРОД МОСКВА, КРАСНОБОГАТЫРСКАЯ УЛИЦА, ДОМ 38, СТРОЕНИЕ 2, ЭТ 3 ПОМ 9 КОМ 2",+7 499 400-56-85,3447055@mail.ru; info@yk-stroypraktik.ru; 9685685@mail.ru,yk-stroypraktik.ru; dom.mos.ru
https://kad.arbitr.ru/Card/3e2e5513-37aa-4f60-92f7-5d4d20b091ed,"ООО ""ВАВИЛОН""",280949.61,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Королева Катерина Юрьевна,503201001,"143180, РОССИЯ, МОСКОВСКАЯ ОБЛ., ОДИНЦОВСКИЙ Г.О., ЗВЕНИГОРОД Г., МКР. ЮЖНЫЙ, РАДУЖНАЯ УЛ., Д. 18, ПОМЕЩ. 5, КОМ. 1А",,9252289555@mail.ru,
https://kad.arbitr.ru/Card/de775c41-fce4-4baa-a705-05ac50c70392,"ООО ""ЭУК ""НАШ ДОМ""",314034.74,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Антонова Наталья Евгеньевна,772101001,"109428, ГОРОД МОСКВА, МИХАЙЛОВА УЛИЦА, ДОМ 31А, ПОМЕЩЕНИЕ 411П",+7 800 200-66-54,info@euk-nash-dom.ru,
https://kad.arbitr.ru/Card/b25dad05-1691-44af-9e0d-f245d3e536d9,"ООО ""ПСК МАГИСТРАЛЬ КОНСТРАКШН""",6796060.74,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Плеханов Борис Александрович,772901001,"119361, ГОРОД МОСКВА, ОЗЁРНАЯ УЛИЦА, ДОМ 42, ПОМЕЩЕНИЕ 210",+7 499 754-54-38; +7 977 138-53-50,boris_001@list.ru,
https://kad.arbitr.ru/Card/3265c40b-3bb7-4e98-acd3-867f2cbb0148,"ООО ""ГАЛЕКС""",2033347.86,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Зубов Антон Владимирович,772101001,"111674, ГОРОД МОСКВА, 1-Я ВОЛЬСКАЯ УЛИЦА, ВЛД 23, СТРОЕНИЕ 1 КОРП 2, ЭТАЖ 1 КАБИНЕТ 6",+7 925 202-70-45; +7 495 785-57-41,ooogalex@yandex.ru; ooogaleks@yandex.ru; galex@etel.dn.ua,
https://kad.arbitr.ru/Card/bcff22e2-75b7-4d1e-92b5-f920e8cd6d99,"ООО ""МОССПЕЦСТРОЙ""",2862048.2,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кунаковский Михаил Александрович,771801001,"107113, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СОКОЛЬНИКИ, МАЛЕНКОВСКАЯ УЛ., Д. 14, К. 3, ЭТАЖ/ПОМЕЩ. 1/4, КОМ./ОФИС 3/38/7",+7 999 155-39-84,info@mosspecstroy.com; buh@mosspecstroy.com,
https://kad.arbitr.ru/Card/a5a7e471-e179-472f-b01e-53ee8eb7b75a,"ООО ""ССГ""",150000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Жуков Андрей Леонидович,773301001,"125481, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СЕВЕРНОЕ ТУШИНО, ФОМИЧЁВОЙ УЛ., Д. 16, К. 3, КВ. 197",+7 845 249-73-95; +7 845 353-64-28; +7 845 275-50-37,soyuzsnabgroup@mail.ru; ssg-sar@mail.ru,
https://kad.arbitr.ru/Card/d162443e-84d8-4aa9-9860-e2d2057e3e24,"ООО ""СХОДНЕНСКАЯ-1""",692149.95,нет,ДИРЕКТОР: Тимофеев Алексей Геннадьевич,773301001,"125364, ГОРОД МОСКВА, ХИМКИНСКИЙ БУЛЬВАР, ДОМ 14, КОРПУС 4, ПОМЕЩЕНИЕ III",+7 495 744-84-76; +7 495 212-10-60,infouk@pioneer.ru; j.palabugina@pioner.ru; j.palabugina@pioneer.ru,service.pioneer.ru
https://kad.arbitr.ru/Card/d2294e1d-ea74-4829-af5e-2465f6c70485,"ООО ""УК ТЭВИС""",3219356.45,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Пчелкин Владимир Викторович,773101001,"121108, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ФИЛИ-ДАВЫДКОВО, ИВАНА ФРАНКО УЛ., Д. 4, К. 2, ЭТАЖ 3, ПОМЕЩ. 1, КОМ. 2А",+7 499 110-56-63,info@uk-reps.ru,
https://kad.arbitr.ru/Card/d50d8575-c28b-4e5b-967a-9f9c15279088,"ООО ""УК НОВОМОСКОВСКОГО ОКРУГА ""УЮТНЫЙ ДОМ""",729177.67,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Казанцева Анастасия Александровна,775101001,"108811, ГОРОД МОСКВА, МОСКОВСКИЙ ПОСЕЛЕНИЕ, МОСКОВСКИЙ ГОРОД, 1-Й МИКРОРАЙОН, ДОМ 8Д, ЭТ/ПОМ 1/11",+7 495 592-37-01; +7 925 801-81-33; +7 495 801-70-81,serguninaem@pik-comfort.ru; info@uk-uydom.ru; belovalv@pik-comfort.ru,
https://kad.arbitr.ru/Card/615b8cdf-e7ee-4b2f-8c4c-1e10fe208f79,"ООО ""УК ЖИЛМАСТЕР""",507410.78,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Несиев Умарбек Мухарбекович,772901001,"119415, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРОСПЕКТ ВЕРНАДСКОГО, ВЕРНАДСКОГО ПР-КТ, Д. 41, СТР. 1, ЭТ/ПОМ/КОМ 4/I/33",,,жилмастер.ук.su
https://kad.arbitr.ru/Card/d3d89880-8555-436d-9e9b-42bea569a2c6,"ООО ""УСПЕХ""",1231630.77,нет,ДИРЕКТОР: Васильева Ирина Александровна,595901001,"617814, ПЕРМСКИЙ КРАЙ, ЧЕРНУШИНСКИЙ Р-Н, ДЕМЕНЕВО С, СПОРТИВНАЯ УЛ, Д. 1А",+7 902 839-35-02,,
https://kad.arbitr.ru/Card/f9bf526e-bbf1-423c-bfe2-740061e7e2da,"ООО УК ДЭЗ ""БЕГОВАЯ""",9649112.47,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Першин Денис Станиславович,771401001,"125040, ГОРОД МОСКВА, НОВАЯ БАШИЛОВКА УЛИЦА, ДОМ 16, ПОМЕЩЕНИЕ 4",+7 495 656-41-70; +7 495 220-15-17; +7 495 614-81-10,yk-dez@mail.ru,dom.mos.ru; reformagkh.ru
https://kad.arbitr.ru/Card/ce73189a-35a6-4743-b3ef-8d35558b031c,"ООО ""СТРИТ""",385273.15,нет,ДИРЕКТОР: Воронцов Антон Андреевич,720301001,"625000, РОССИЯ, ТЮМЕНСКАЯ ОБЛ., ГОРОД ТЮМЕНЬ Г.О., ТЮМЕНЬ Г., СОВЕТСКАЯ УЛ., Д. 55, ПОМЕЩ. 8, КАБИНЕТ 305",+7 345 263-26-65,tavrih@mail.ru,
https://kad.arbitr.ru/Card/17887b73-6c22-4832-9c7d-90c135560efb,"ООО ""ВЕТЕР ПЕРЕМЕН""",2495568.6,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИМУТ""",775101001,"108814, Г МОСКВА, СОСЕНСКОЕ П, КОММУНАРКА П, АЛЕКСАНДРЫ МОНАХОВОЙ УЛ, Д. 23, ПОМЕЩЕНИЕ 11",+7 499 670-94-01; +7 499 670-94-00; +7 909 699-66-94,danilov-ci@yandex.ru; info@ukveterperemen.ru; uk@veter.ru; yaroslavtseva@termoinzhserv2.ru; zav100881@mail.ru,ukveterperemen.ru
https://kad.arbitr.ru/Card/d33b3acb-aa20-49c3-b545-fbe2f515923b,"ООО ""КД-ПРОЕКТ""",16791021.44,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Зиновьев Дмитрий Викторович,772501001,"115533, РОССИЯ, Г МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ НАГАТИНО-САДОВНИКИ, АНДРОПОВА ПР-КТ, Д. 22, ЭТАЖ 12, КОМ./ПОМЕЩ. 22/I",+7 901 706-36-86,info@kd-proekt.ru,
https://kad.arbitr.ru/Card/cd0a551e-8e97-4869-93c3-c59665b29f62,"ООО ""УК ""ГЕФЕСТ""",1523278.37,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Козлов Сергей Владимирович,771301001,"127238, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ТИМИРЯЗЕВСКИЙ, ДМИТРОВСКОЕ Ш., Д. 46, К. 2, СТР. 2",+7 915 184-60-02; +7 991 686-84-26,gefestuk@yandex.ru,
https://kad.arbitr.ru/Card/6d6968ed-6cb2-4087-bd39-7294d994fbf8,"ООО ""ПРОФИТ""",1618206.4,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Семенцов Олег Станиславович,772001001,"111398, ГОРОД МОСКВА, ПЕРОВСКАЯ УЛИЦА, ДОМ 22, КОРПУС 1, ЭТАЖ 1 КОМНАТА 7",+7 916 357-84-11; +7 910 496-00-72; +7 916 026-89-64; +7 929 040-24-44; +7 985 899-80-26,iratsvetowa@yandex.ru; vcvetv@rambler.ru; olsamojlov@ya.ru; iratsvetova@yandex.ru; is@fincon24.ru,
https://kad.arbitr.ru/Card/eed4ddd1-270e-4871-be4c-90fd6b7c7d6f,"ООО ""ВРЕМЯ ДОМА МЕЧТЫ""",202914.02,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кириллова Виктория Владимировна,773501001,"124482, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ САВЕЛКИ, ЗЕЛЕНОГРАД Г., САВЁЛКИНСКИЙ ПР-Д, Д. 4, ПОМЕЩ. 4/21",,,
https://kad.arbitr.ru/Card/ed53d86e-7fbc-4921-877a-292b80604969,"ООО ""КЛАСКОМ""",167531.21,нет,Генеральный директор: Куликов Сергей Дмитриевич,772601001,"115230, ГОРОД МОСКВА, ЭЛЕКТРОЛИТНЫЙ ПРОЕЗД, ДОМ 9, КОРПУС 1, ЭТАЖ 4 ПОМ VII",+7 499 245-64-76; +7 499 317-02-72; +7 495 488-33-54; +7 499 550-16-98,info@spsplus.ru,
